,time_s,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,x_deg,y_deg,z_deg,qx,qy,qz,qr,glb_ax,glb_ay,glb_az,glb_res,ID
369,6.15,-3.91,8.196,3.326,-3.561,-0.366,-1.057,68.2,-4.9,-30.7,-2.378,10.21,11.66,27.302,70.864,76.218,0.205,0.531,0.572,0.591,-4.385719808884172,6.287886004093401,5.895145745228636,9.670821681739355,370
370,6.166667,-3.929,8.207,3.331,-3.199,-1.081,-0.349,69.0,-6.1,-28.9,-2.526,10.6,11.825,27.271,70.89,76.243,0.205,0.532,0.572,0.59,-4.398674812615685,6.291016705231792,5.912885903461601,9.689553704892708,371
371,6.183333,-3.916,8.299,3.475,-2.876,-0.622,-0.231,69.2,-4.8,-29.9,-3.169,9.928,11.712,27.278,70.883,76.243,0.205,0.532,0.572,0.59,-4.3739671543681595,6.454807765106669,5.957176348575487,9.812445260993817,372
372,6.2,-3.886,8.29,3.542,-3.376,-0.488,-1.191,69.4,-6.6,-29.7,-2.973,9.943,10.251,27.286,70.876,76.24,0.205,0.532,0.572,0.591,-4.320291641978512,6.506037811616506,5.947891401334333,9.816866098709912,373
373,6.216667,-3.736,8.25,3.424,-3.609,0.209,-1.543,69.9,-7.5,-29.6,-2.369,9.112,10.807,27.289,70.873,76.248,0.205,0.531,0.572,0.59,-4.354861499580533,6.444404467036163,5.766177623410117,9.682147075933107,374
374,6.233333,-3.875,8.281,3.382,-2.929,-0.108,-1.123,67.2,-6.3,-30.7,-1.568,10.524,10.383,27.306,70.859,76.216,0.205,0.531,0.572,0.591,-4.410768848241579,6.392248543796654,5.89175582672188,9.748256767237926,375
375,6.25,-3.907,8.266,3.326,-2.551,-1.386,-0.359,68.8,-6.1,-30.0,-2.392,8.932,11.905,27.313,70.865,76.226,0.205,0.531,0.572,0.591,-4.438020702292934,6.3333164672335105,5.903114074104293,9.729012334250584,376
376,6.266667,-3.989,8.389,3.486,-2.258,-2.012,0.061,68.6,-5.9,-30.3,-3.491,9.606,11.959,27.344,70.862,76.227,0.205,0.531,0.572,0.591,-4.430412307102634,6.4996085283005725,6.046997086812263,9.921675160979623,377
377,6.283333,-3.715,8.398,3.397,-3.116,-1.346,-0.424,68.0,-5.7,-29.7,-3.599,10.547,12.005,27.359,70.86,76.242,0.205,0.531,0.572,0.59,-4.473008719752965,6.529367493984461,5.764268481040158,9.791181644725013,378
378,6.3,-3.823,8.356,3.56,-3.176,-0.198,-0.781,66.8,-5.0,-31.4,-2.849,10.039,12.68,27.362,70.851,76.25,0.205,0.531,0.572,0.59,-4.344965168676319,6.582098613404123,5.908377148288107,9.854525102712968,379
379,6.316667,-3.773,8.273,3.418,-3.279,0.331,-1.289,68.9,-4.8,-29.7,-4.088,10.759,11.211,27.332,70.874,76.303,0.205,0.531,0.572,0.59,-4.379304804387313,6.441586488136741,5.804173924524005,9.713947807148235,380
380,6.333333,-4.002,8.15,3.363,-3.128,-0.79,-1.063,69.4,-5.1,-29.8,-3.852,10.5,11.886,27.324,70.889,76.304,0.205,0.532,0.572,0.59,-4.339839162596506,6.253044233188246,5.984438725610355,9.682369183211309,381
381,6.35,-3.999,8.212,3.448,-2.348,-1.889,-0.721,68.6,-7.4,-28.9,-3.908,10.743,11.441,27.321,70.895,76.291,0.205,0.532,0.572,0.59,-4.330777451483921,6.354658664231232,6.015008638965481,9.76307579607984,382
382,6.366667,-4.006,8.329,3.461,-3.044,-2.887,0.394,69.3,-4.7,-29.8,-1.702,11.171,11.481,27.371,70.858,76.257,0.205,0.531,0.572,0.59,-4.4020198809360975,6.437599253337157,6.048002548054708,9.869082936119243,383
383,6.383333,-3.816,8.343,3.407,-3.7,-2.52,-0.408,68.8,-4.9,-29.5,-2.117,9.902,10.668,27.407,70.821,76.241,0.206,0.531,0.572,0.591,-4.426809279745338,6.468775561094059,5.859475773561384,9.786478120345437,384
384,6.4,-3.799,8.338,3.418,-3.107,-1.122,-1.062,68.7,-5.8,-30.3,-2.392,8.787,10.7,27.426,70.807,76.242,0.206,0.531,0.572,0.591,-4.412379684299513,6.478553465231245,5.847787574777419,9.779436026683747,385
385,6.416667,-3.699,8.25,3.391,-3.284,-0.45,-1.675,67.8,-7.0,-29.2,-3.91,10.066,11.668,27.428,70.811,76.258,0.206,0.531,0.572,0.59,-4.356684852165688,6.435001457657433,5.731843973701374,9.656292352657928,386
386,6.433333,-3.754,8.245,3.393,-3.219,-0.221,-1.281,68.0,-6.7,-29.6,-4.126,9.328,11.72,27.444,70.81,76.256,0.206,0.531,0.572,0.59,-4.35348397808189,6.416760086507454,5.784233505382465,9.673933532953386,387
387,6.45,-3.854,8.36,3.307,-3.425,-0.711,-1.051,68.9,-6.2,-30.4,-3.349,10.353,10.046,27.453,70.814,76.243,0.206,0.531,0.572,0.59,-4.5013701591574025,6.399117141770247,5.870956608266615,9.781572726305315,388
388,6.466667,-3.905,8.255,3.379,-3.67,-1.474,-0.711,68.0,-6.6,-30.1,-3.488,9.289,12.753,27.446,70.82,76.237,0.206,0.531,0.572,0.591,-4.379285175802441,6.367603904361843,5.923442653234082,9.737129505146783,389
389,6.483333,-3.956,8.341,3.543,-4.043,-1.554,-0.682,68.1,-6.3,-30.2,-3.504,11.015,12.282,27.449,70.81,76.235,0.206,0.531,0.572,0.591,-4.341970773378693,6.520701037763612,6.033474436776358,9.88812752749478,390
390,6.5,-3.832,8.352,3.416,-3.805,-1.239,-0.39,68.4,-5.5,-30.5,-2.021,9.714,10.378,27.464,70.799,76.256,0.206,0.531,0.572,0.59,-4.423350469028987,6.476064980216055,5.88249411390783,9.803529160460533,391
391,6.516667,-3.681,8.379,3.305,-3.543,-0.305,-0.976,68.1,-5.7,-29.2,-2.117,9.705,10.734,27.459,70.817,76.286,0.206,0.531,0.572,0.59,-4.5075033789174075,6.462284371443976,5.709791676728589,9.730386785734675,392
392,6.533333,-3.895,8.376,3.37,-3.258,-0.732,-0.83,68.7,-6.4,-30.0,-2.742,10.395,11.959,27.476,70.811,76.269,0.206,0.531,0.572,0.59,-4.475735812849487,6.439729849176148,5.931523362780111,9.832868401438107,393
393,6.55,-3.838,8.335,3.38,-3.424,-1.03,-1.324,68.6,-4.5,-30.1,-3.11,8.372,12.079,27.482,70.814,76.268,0.206,0.531,0.572,0.59,-4.432704127117009,6.439751539219703,5.874317256886737,9.778899171174638,394
394,6.566667,-3.857,8.339,3.355,-3.518,-0.909,-0.637,67.6,-6.3,-28.4,-2.87,8.722,9.935,27.474,70.825,76.275,0.206,0.531,0.572,0.59,-4.4550238717776045,6.418642194189767,5.8843172658226415,9.781175542847597,395
395,6.583333,-3.965,8.347,3.431,-3.567,-0.547,-0.929,68.8,-5.7,-29.9,-2.424,10.9,12.916,27.492,70.816,76.238,0.206,0.531,0.572,0.59,-4.413884435448752,6.445901411918021,6.011104239516772,9.857250884501216,396
396,6.6,-3.828,8.374,3.457,-3.525,-0.168,-0.58,68.4,-5.1,-30.8,-2.485,10.443,11.866,27.511,70.805,76.213,0.206,0.531,0.572,0.591,-4.401552428356851,6.527110715355487,5.895037822602795,9.83505510914911,397
397,6.616667,-3.791,8.361,3.363,-3.478,-0.185,-0.367,68.8,-5.3,-29.1,-1.294,10.44,13.394,27.503,70.817,76.241,0.206,0.531,0.572,0.59,-4.453720508705216,6.463037294328734,5.829347610363827,9.776899866522108,398
398,6.633333,-3.788,8.28,3.445,-3.439,0.086,-0.643,67.4,-6.3,-30.1,-1.209,10.348,11.934,27.498,70.821,76.257,0.206,0.531,0.572,0.59,-4.341391142557161,6.469175160848069,5.837590657590901,9.735264197750361,399
399,6.65,-3.774,8.276,3.431,-3.644,-0.309,-0.495,68.2,-6.6,-30.6,-3.003,9.089,11.269,27.506,70.819,76.259,0.206,0.531,0.572,0.59,-4.345494197330176,6.461408418748759,5.820128385791197,9.721471750717583,400
400,6.666667,-3.847,8.261,3.387,-3.697,-0.47,-0.52,68.7,-6.4,-30.4,-3.349,9.567,12.685,27.5,70.822,76.276,0.206,0.531,0.572,0.59,-4.370970685074293,6.3962345393950875,5.873508149927986,9.721897911416269,401
401,6.683333,-3.891,8.324,3.415,-3.177,-0.901,-0.373,67.7,-5.4,-30.0,-3.534,10.095,12.818,27.494,70.831,76.27,0.206,0.531,0.572,0.59,-4.40398217083837,6.442842096368212,5.931762702620819,9.802605878030597,402
402,6.7,-3.907,8.416,3.363,-3.097,0.185,-1.205,68.0,-5.8,-30.0,-1.555,10.006,13.753,27.488,70.848,76.272,0.206,0.531,0.572,0.59,-4.509290428407214,6.460611119535271,5.943927808647437,9.869319834720121,403
403,6.716667,-3.78,8.407,3.46,-3.524,-0.015,-1.205,67.1,-5.4,-29.8,-1.143,10.4,10.201,27.491,70.853,76.279,0.206,0.531,0.572,0.59,-4.430053506001162,6.563869496578339,5.85046085072409,9.845691900521771,404
404,6.733333,-3.744,8.403,3.399,-3.448,-0.11,-1.223,68.2,-5.6,-28.4,-2.892,10.502,10.112,27.489,70.855,76.293,0.206,0.531,0.572,0.59,-4.46552630129227,6.52879748772936,5.7978465154474215,9.807198682600452,405
405,6.75,-3.785,8.309,3.356,-4.039,-0.252,-1.458,68.7,-5.0,-29.0,-4.69,11.946,9.169,27.506,70.842,76.28,0.206,0.531,0.572,0.59,-4.421737825245481,6.426676032134397,5.811584274772469,9.727715147967686,406
406,6.766667,-3.911,8.395,3.451,-3.616,-0.13,-1.34,69.3,-6.6,-30.3,-4.775,13.833,14.807,27.503,70.831,76.26,0.206,0.531,0.572,0.59,-4.4336696346184965,6.508202396936509,5.972204126750171,9.883387425371932,407
407,6.783333,-3.944,8.238,3.395,-3.616,-0.226,-1.725,68.8,-5.5,-30.7,-2.405,10.515,11.494,27.503,70.829,76.238,0.206,0.531,0.572,0.59,-4.351108745048956,6.360115442081523,5.963437704223517,9.744013803356397,408
408,6.8,-3.789,8.352,3.425,-3.34,0.22,-1.513,69.3,-6.2,-31.4,-2.445,10.059,12.451,27.483,70.847,76.264,0.206,0.531,0.572,0.59,-4.411258057253972,6.5015108638687735,5.840737011654287,9.789946373703996,409
409,6.816667,-3.805,8.267,3.435,-3.87,-0.035,-1.355,67.8,-6.0,-29.1,-3.238,10.112,11.804,27.474,70.848,76.281,0.206,0.531,0.572,0.59,-4.344718163562133,6.447793397809608,5.845504544380759,9.727308928989558,410
410,6.833333,-3.889,8.254,3.454,-4.511,-0.576,-1.796,68.4,-5.6,-30.1,-4.212,11.45,10.972,27.461,70.845,76.292,0.206,0.531,0.572,0.59,-4.332213673674641,6.424216454318225,5.928264554968296,9.756175121429504,411
411,6.85,-3.905,8.241,3.437,-4.102,-0.491,-1.115,68.7,-6.2,-30.5,-1.515,10.524,10.883,27.452,70.842,76.286,0.206,0.531,0.572,0.59,-4.3352363230933975,6.398476334898101,5.936438462132038,9.745566940922421,412
412,6.866667,-3.953,8.27,3.315,-3.655,-1.2,-0.61,68.7,-6.8,-30.1,-2.636,9.899,10.671,27.439,70.852,76.285,0.206,0.531,0.572,0.59,-4.441289393566066,6.315765044746066,5.949318820013033,9.747221860612386,413
413,6.883333,-3.948,8.356,3.478,-2.85,-1.065,-0.379,68.1,-4.8,-29.5,-3.712,8.421,12.075,27.44,70.857,76.27,0.206,0.531,0.572,0.59,-4.39884008895612,6.488503432962702,6.00461931118233,9.874508797909899,414
414,6.9,-3.803,8.354,3.453,-3.663,-1.538,-0.052,68.2,-5.6,-28.7,-0.333,11.281,11.548,27.465,70.832,76.28,0.206,0.531,0.572,0.59,-4.400446286232514,6.514162103589108,5.8631986637113,9.806902365171174,415
415,6.916667,-3.737,8.294,3.474,-3.922,-1.31,-1.09,68.7,-6.2,-29.4,-3.525,9.492,11.556,27.493,70.801,76.271,0.206,0.531,0.572,0.59,-4.332015506691347,6.511407658499893,5.801680183758379,9.737775978117385,416
416,6.933333,-3.732,8.265,3.45,-3.754,-0.428,-0.853,68.0,-6.0,-30.4,-3.153,10.356,12.916,27.507,70.787,76.258,0.206,0.531,0.572,0.59,-4.322089654129179,6.478211008206053,5.787302666599308,9.702605268689437,417
417,6.95,-3.87,8.327,3.36,-3.63,-1.055,-0.931,67.9,-6.4,-29.3,-0.373,11.866,13.78,27.506,70.794,76.255,0.206,0.531,0.572,0.59,-4.437786627909974,6.410946925024434,5.9001049456482715,9.777802871811234,418
418,6.966667,-3.932,8.286,3.371,-3.415,-0.993,-0.609,67.8,-5.5,-29.1,-1.882,9.701,13.567,27.509,70.797,76.238,0.206,0.531,0.572,0.59,-4.402053350620471,6.374670483275324,5.955465013577817,9.771492260652924,419
419,6.983333,-3.78,8.351,3.392,-3.475,-0.947,-0.166,68.1,-4.6,-29.1,-1.102,9.935,11.592,27.531,70.782,76.233,0.206,0.531,0.572,0.591,-4.422538743522116,6.479593119990639,5.830033367092835,9.774111980123822,420
420,7.0,-3.808,8.367,3.468,-3.69,-0.693,-0.937,69.3,-6.6,-29.9,-3.468,9.807,12.079,27.533,70.782,76.233,0.206,0.531,0.572,0.591,-4.387305324302629,6.534379234346335,5.881157795289056,9.82520111753444,421
421,7.016667,-3.795,8.328,3.465,-3.238,-0.661,-1.088,67.3,-5.7,-29.6,-2.963,11.187,12.052,27.539,70.772,76.231,0.207,0.531,0.572,0.591,-4.357869389201069,6.511202500844379,5.863194554137037,9.785899754238239,422
422,7.033333,-3.879,8.325,3.387,-3.247,-0.628,-0.549,67.5,-5.1,-29.6,-2.392,9.03,10.183,27.546,70.776,76.223,0.207,0.531,0.572,0.591,-4.410782840670052,6.429054229646201,5.919146175312694,9.788975176186728,423
423,7.05,-3.827,8.364,3.26,-3.051,-1.169,-0.59,67.5,-5.1,-30.3,-2.538,10.153,9.714,27.554,70.778,76.219,0.207,0.531,0.572,0.591,-4.517000978936114,6.382224763573545,5.839001132344369,9.758587244063559,424
424,7.066667,-3.669,8.265,3.432,-3.453,-1.122,-0.145,68.1,-5.3,-30.1,-1.901,9.4,12.916,27.555,70.785,76.258,0.207,0.531,0.572,0.59,-4.322204246933507,6.488533070933786,5.724325203479317,9.6721460907081,425
425,7.083333,-3.624,8.409,3.301,-3.368,0.288,-0.264,68.0,-6.5,-30.7,-2.256,10.988,10.824,27.563,70.792,76.29,0.207,0.531,0.572,0.59,-4.515029581516486,6.500898573095879,5.665164041786525,9.733512110230304,426
426,7.1,-3.742,8.323,3.378,-3.485,0.991,-1.082,68.8,-5.2,-30.1,-3.135,9.955,10.87,27.556,70.8,76.309,0.207,0.531,0.572,0.59,-4.412101010591008,6.461653284391367,5.784995981386338,9.730661693841792,427
427,7.116667,-3.956,8.266,3.356,-2.797,-0.289,-0.861,67.9,-5.7,-29.7,-2.735,10.592,11.367,27.533,70.82,76.318,0.206,0.531,0.572,0.59,-4.403474975012482,6.3414841943748215,5.969456789100088,9.759069012974546,428
428,7.133333,-3.917,8.27,3.419,-2.667,-0.556,-0.481,68.0,-5.7,-29.2,-2.87,8.898,12.631,27.531,70.823,76.311,0.206,0.531,0.572,0.59,-4.362122755096043,6.40155569790132,5.951245223996441,9.76858996989842,429
429,7.15,-3.695,8.335,3.452,-2.477,-0.373,-0.23,67.8,-5.7,-30.3,-2.592,10.403,11.917,27.56,70.819,76.303,0.207,0.531,0.572,0.59,-4.367916632187349,6.5389467329043685,5.762380924453056,9.748925786977766,430
430,7.166667,-3.674,8.363,3.597,-2.69,-0.107,-0.879,67.9,-5.2,-29.8,-2.27,9.96,12.107,27.567,70.822,76.326,0.207,0.531,0.572,0.59,-4.295182686411728,6.664498681818154,5.788982381247417,9.817151012386434,431
431,7.183333,-3.666,8.358,3.452,-4.331,0.587,-0.992,68.3,-6.2,-30.0,-1.827,10.568,10.611,27.567,70.82,76.352,0.207,0.531,0.572,0.59,-4.387697476445066,6.559595391863899,5.738627287970139,9.75766488459201,432
432,7.2,-3.835,8.287,3.404,-3.247,0.392,-1.258,69.7,-6.4,-31.2,-2.896,9.845,12.463,27.564,70.826,76.356,0.207,0.531,0.572,0.59,-4.378747660337806,6.42691877574604,5.872826745022301,9.745194200219922,433
433,7.216667,-3.894,8.285,3.298,-2.873,-0.507,-0.38,68.2,-6.2,-29.5,-3.357,10.767,13.175,27.559,70.84,76.356,0.207,0.531,0.572,0.59,-4.450750782536722,6.333212753652728,5.895973090908676,9.730429846620344,434
434,7.233333,-3.827,8.352,3.404,-2.543,-0.963,-0.042,68.2,-6.1,-29.3,-2.412,8.865,10.514,27.572,70.845,76.357,0.207,0.531,0.572,0.59,-4.425960676170535,6.473008412521235,5.873677143359294,9.797400114316044,435
435,7.25,-3.711,8.327,3.468,-3.409,-1.221,-0.545,68.3,-5.9,-29.7,-2.728,11.453,12.042,27.593,70.828,76.346,0.207,0.531,0.572,0.59,-4.352807140603941,6.539751560369684,5.781193088398764,9.75384406272727,436
436,7.266667,-3.66,8.307,3.473,-4.165,-0.641,-0.717,69.0,-6.8,-29.7,-3.052,10.786,10.786,27.616,70.807,76.35,0.207,0.531,0.572,0.59,-4.328192369509802,6.54597945613052,5.734150483936945,9.71923752153429,437
437,7.283333,-3.712,8.261,3.384,-3.569,0.612,-0.912,68.8,-6.7,-29.8,-2.581,11.147,12.104,27.629,70.801,76.343,0.207,0.531,0.572,0.59,-4.352596023866107,6.438319952204885,5.751301161134361,9.668222225414556,438
438,7.3,-3.843,8.367,3.39,-3.124,-0.366,-0.749,67.8,-5.7,-30.1,-2.554,11.481,11.083,27.641,70.797,76.328,0.207,0.531,0.572,0.59,-4.435904753713556,6.469507607296369,5.8936964916015055,9.811597117696996,439
439,7.316667,-3.887,8.315,3.436,-2.626,-0.547,-0.547,67.7,-5.4,-29.8,-0.949,11.382,11.861,27.633,70.803,76.336,0.207,0.531,0.572,0.59,-4.371988629043452,6.454251054061418,5.939903093372973,9.800718851186375,440
440,7.333333,-3.75,8.384,3.451,-3.222,-0.744,-0.317,67.7,-5.0,-30.7,-1.862,10.641,12.851,27.637,70.806,76.348,0.207,0.531,0.572,0.59,-4.404620507910522,6.5520164747079175,5.825268688777377,9.811389147312424,441
441,7.35,-3.751,8.282,3.374,-3.364,-0.156,-0.919,68.3,-4.5,-29.1,-1.263,10.734,10.658,27.623,70.82,76.374,0.207,0.531,0.573,0.59,-4.381870760014429,6.431260907589248,5.786492269159694,9.697700809985841,442
442,7.366667,-3.704,8.236,3.403,-3.217,-0.607,-1.264,67.9,-5.8,-30.1,-3.174,10.034,12.578,27.627,70.817,76.374,0.207,0.531,0.573,0.59,-4.32410269452546,6.437468185424805,5.743941177348626,9.650477760194052,443
443,7.383333,-3.726,8.316,3.484,-3.213,-0.223,-1.025,68.0,-5.3,-30.2,-1.281,10.524,8.935,27.628,70.816,76.376,0.207,0.531,0.573,0.59,-4.334075914970416,6.538029176982842,5.800616212454883,9.75587966305448,444
444,7.4,-3.704,8.258,3.411,-2.917,-0.198,-1.641,68.3,-6.4,-30.0,-3.869,9.38,10.815,27.628,70.819,76.398,0.207,0.531,0.573,0.589,-4.338112181426989,6.455498269953524,5.749471783388612,9.672078421931866,445
445,7.416667,-3.712,8.293,3.516,-3.842,0.238,-2.035,68.0,-6.0,-30.1,-2.939,8.611,10.319,27.628,70.816,76.402,0.207,0.531,0.573,0.589,-4.297803979700061,6.548488671305387,5.793205164143534,9.742435475793513,446
446,7.433333,-3.736,8.28,3.436,-4.088,0.069,-2.105,68.6,-5.3,-30.4,-4.4,9.122,12.883,27.619,70.809,76.408,0.207,0.531,0.573,0.589,-4.343694641205537,6.474521253117611,5.79094840305892,9.711961284931071,447
447,7.45,-3.803,8.143,3.341,-3.822,0.263,-1.845,69.2,-5.4,-30.5,-4.186,10.646,9.446,27.604,70.808,76.406,0.207,0.531,0.573,0.589,-4.308314377844714,6.2984679645963935,5.80527928015608,9.58819790158714,448
448,7.466667,-3.849,8.202,3.443,-3.185,-0.171,-1.953,67.1,-5.6,-29.9,-3.459,8.869,9.051,27.586,70.82,76.421,0.207,0.531,0.573,0.589,-4.294488069630738,6.391963577733293,5.8857478573865425,9.692360599977697,449
449,7.483333,-3.754,8.367,3.443,-3.419,0.221,-2.054,67.8,-5.6,-30.1,-4.103,10.248,12.06,27.581,70.82,76.431,0.207,0.531,0.573,0.589,-4.414209978622693,6.525692434159963,5.820957182403534,9.795583392529513,450
450,7.5,-3.755,8.283,3.524,-3.3,-0.035,-2.227,68.0,-5.8,-30.3,-1.418,10.155,12.161,27.57,70.819,76.439,0.207,0.531,0.573,0.589,-4.3006407106766344,6.527922472563186,5.8324443992099315,9.753291239371455,451
451,7.516667,-3.752,8.386,3.438,-3.708,-0.253,-2.052,68.0,-5.3,-29.9,-0.667,11.398,11.231,27.567,70.824,76.448,0.207,0.531,0.573,0.589,-4.435515092642549,6.532999130034324,5.819662552924431,9.809298853638825,452
452,7.533333,-3.778,8.39,3.329,-3.179,-0.247,-2.036,69.0,-6.1,-30.4,-3.168,10.195,10.269,27.568,70.833,76.453,0.207,0.531,0.573,0.589,-4.511188859995329,6.450885278896985,5.812304120395302,9.785071537806967,453
453,7.55,-3.67,8.319,3.265,-2.677,-0.045,-1.297,67.5,-5.2,-30.1,-1.632,9.436,11.631,27.574,70.843,76.457,0.207,0.531,0.573,0.589,-4.489705190411896,6.396330041118826,5.680175640617932,9.660998188593144,454
454,7.566667,-3.805,8.429,3.453,-2.897,0.068,-1.086,68.0,-5.6,-31.2,-3.965,8.724,12.324,27.572,70.852,76.474,0.207,0.531,0.573,0.589,-4.464153226536795,6.554958722231701,5.878190803286303,9.871639934681573,455
455,7.583333,-3.791,8.464,3.509,-2.584,0.158,-1.202,68.0,-5.9,-30.4,-1.387,10.046,13.203,27.561,70.861,76.499,0.207,0.531,0.573,0.589,-4.457728717408972,6.619323238817903,5.8853438762771235,9.915848829021146,456
456,7.6,-3.874,8.456,3.405,-3.173,0.185,-1.464,67.4,-4.8,-29.8,-1.435,9.645,11.764,27.546,70.876,76.522,0.206,0.531,0.573,0.589,-4.529485832658172,6.513037660005593,5.930424565838248,9.90483906986883,457
457,7.616667,-3.957,8.446,3.28,-2.678,0.31,-0.667,68.9,-5.3,-30.4,-1.047,13.184,10.942,27.546,70.891,76.527,0.206,0.531,0.573,0.589,-4.609034595558844,6.393040565019045,5.969673142724203,9.886918883049459,458
458,7.633333,-3.698,8.315,3.388,-2.86,-0.143,-0.78,68.9,-7.1,-30.1,-4.571,11.896,11.959,27.543,70.901,76.541,0.206,0.531,0.574,0.588,-4.421775033293934,6.468816331802088,5.7354419027960715,9.71045688935387,459
459,7.65,-3.683,8.276,3.398,-3.234,-0.095,-0.366,68.5,-5.9,-31.0,-3.324,9.163,11.493,27.559,70.895,76.531,0.207,0.531,0.573,0.588,-4.38132213725997,6.457257287620454,5.719345561428184,9.674867906074997,460
460,7.666667,-3.829,8.286,3.395,-3.972,-0.43,-0.469,68.7,-4.7,-30.5,-4.295,10.035,10.514,27.572,70.888,76.519,0.207,0.531,0.573,0.589,-4.399015319825261,6.416049107694951,5.859013574279334,9.738842949755377,461
461,7.683333,-3.891,8.299,3.306,-4.117,-1.054,0.12,69.1,-5.0,-30.6,-1.924,10.03,11.481,27.565,70.895,76.565,0.207,0.531,0.574,0.588,-4.4769495367662735,6.338284178059537,5.892876591564462,9.743865659993471,462
462,7.7,-3.865,8.32,3.376,-3.609,-0.541,-0.069,68.7,-5.7,-30.5,-0.071,11.41,10.103,27.558,70.901,76.593,0.206,0.531,0.574,0.588,-4.449773026495127,6.407290718679853,5.891022547826092,9.775377281721664,463
463,7.716667,-3.8,8.234,3.429,-3.153,-0.712,0.488,67.5,-5.1,-29.5,-1.142,9.182,10.547,27.563,70.907,76.608,0.206,0.531,0.574,0.588,-4.346093637107133,6.411009305140622,5.8315715537835295,9.695194531312923,464
464,7.733333,-3.736,8.411,3.418,-2.882,-1.197,0.555,68.3,-5.0,-30.8,-1.595,10.428,14.956,27.596,70.9,76.626,0.207,0.531,0.574,0.588,-4.480646801769175,6.535313169888181,5.796449517530687,9.817603628177293,465
465,7.75,-3.63,8.417,3.389,-3.539,-0.706,0.113,68.1,-5.0,-30.8,-0.245,10.087,10.606,27.618,70.901,76.681,0.207,0.531,0.574,0.588,-4.499069757116343,6.549568907319247,5.689431293976407,9.772825077734687,466
466,7.766667,-3.56,8.441,3.492,-4.001,-0.055,-0.959,67.9,-4.9,-30.3,-0.957,11.959,10.195,27.614,70.901,76.714,0.207,0.531,0.575,0.587,-4.450133478848235,6.6570817635924575,5.656652668608783,9.803986179100827,467
467,7.783333,-3.726,8.402,3.379,-3.842,0.244,-1.389,67.2,-5.7,-30.0,-3.358,10.046,9.626,27.617,70.906,76.738,0.207,0.531,0.575,0.587,-4.507816687130951,6.498409217324902,5.7744772368943025,9.792564577269836,468
468,7.8,-3.779,8.417,3.312,-4.035,0.114,-0.707,67.2,-5.7,-29.9,-2.803,8.746,13.192,27.614,70.918,76.743,0.207,0.531,0.575,0.587,-4.567021904916416,6.444081753480531,5.806220394927575,9.802860500894624,469
469,7.816667,-3.868,8.366,3.484,-3.097,-0.132,-1.321,67.9,-5.6,-28.9,-2.066,9.797,11.863,27.611,70.92,76.741,0.207,0.531,0.575,0.587,-4.424347894628853,6.505725968019868,5.932142221518731,9.853407329447005,470
470,7.833333,-3.684,8.332,3.44,-3.641,-0.326,-1.464,67.5,-4.7,-29.5,-1.947,11.978,11.003,27.637,70.904,76.712,0.207,0.531,0.575,0.587,-4.406393052354854,6.514043949021703,5.742700732092228,9.737950503057611,471
471,7.85,-3.592,8.333,3.391,-4.316,0.208,-1.97,68.0,-6.0,-29.5,-0.282,10.328,11.387,27.641,70.899,76.723,0.207,0.531,0.575,0.587,-4.432593899716349,6.508200985922468,5.642310275679213,9.687116908554373,472
472,7.866667,-3.654,8.25,3.365,-4.055,0.648,-2.075,68.8,-5.6,-29.7,-1.163,12.335,11.584,27.65,70.893,76.723,0.207,0.531,0.575,0.587,-4.389685694999748,6.417747810496618,5.681603078355656,9.630028089263293,473
473,7.883333,-3.736,8.215,3.275,-4.005,0.66,-1.428,68.8,-6.7,-28.7,-2.168,10.779,11.542,27.657,70.89,76.711,0.207,0.531,0.575,0.587,-4.424947675718496,6.3069353682637415,5.728171639161783,9.600497174625906,474
474,7.9,-3.918,8.348,3.384,-3.46,0.803,-1.892,68.2,-5.1,-30.5,-2.513,8.611,12.786,27.662,70.886,76.659,0.207,0.531,0.574,0.588,-4.463256657774177,6.413928418056365,5.95249076058783,9.82299770945713,475
475,7.916667,-3.717,8.476,3.462,-3.661,0.095,-1.416,67.8,-4.0,-30.9,-2.481,8.91,11.83,27.675,70.883,76.642,0.207,0.531,0.574,0.588,-4.491396873406159,6.615822224221709,5.805373323314488,9.881503377523078,476
476,7.933333,-3.612,8.404,3.475,-3.541,-0.031,-0.889,68.0,-5.6,-28.7,-3.751,9.845,9.089,27.654,70.897,76.68,0.207,0.531,0.574,0.588,-4.427345211009337,6.610040947709293,5.696960422204031,9.785161470307989,477
477,7.95,-3.693,8.342,3.333,-3.235,-0.424,-1.282,67.9,-4.5,-29.5,-3.201,10.672,12.585,27.673,70.885,76.657,0.207,0.531,0.574,0.588,-4.472857660197639,6.446551122414224,5.724650642415764,9.712677385767531,478
478,7.966667,-3.751,8.225,3.343,-2.742,0.019,-1.032,68.3,-4.7,-30.8,-0.313,11.481,12.613,27.669,70.89,76.657,0.207,0.531,0.574,0.588,-4.382251598804435,6.36150334648345,5.763976153442678,9.63827136990861,479
479,7.983333,-3.813,8.41,3.282,-2.391,-0.029,-1.636,68.8,-5.3,-30.9,-1.6,11.168,10.262,27.656,70.912,76.681,0.207,0.531,0.574,0.587,-4.57093402565371,6.414800509840088,5.830565114298656,9.799928214022794,480
